CRN,Class Name,Time Start,Time End,Days,Date Start,Date End,Building,Room
17330,HOSP 2940,10:00 am,11:40 am,W,"Aug 17, 2026","Dec 11, 2026",Rane Center,306B
17331,HOSP 3200,3:00 pm,5:30 pm,M,"Aug 17, 2026","Dec 11, 2026",Rane Center,306
17334,HOSP 3460,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,306A
17335,HOSP 3800,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
17336,HOSP 3800,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,222
17337,HOSP 4200,11:00 am,12:40 pm,M,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
17341,HOSP 4300,1:00 pm,2:40 pm,M,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
17342,HOSP 4301,4:00 pm,9:30 pm,W,"Aug 17, 2026","Dec 11, 2026",Rane Center,1856
17343,HOSP 4301,4:00 pm,9:30 pm,R,"Aug 17, 2026","Dec 11, 2026",Rane Center,1856
17344,HOSP 4301,4:00 pm,9:30 pm,F,"Aug 17, 2026","Dec 11, 2026",Rane Center,1856
18134,HOSP 4530,9:00 am,10:15 am,MW,"Aug 17, 2026","Dec 11, 2026",Rane Center,222
17345,HOSP 4570,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
17346,HOSP 4600,1:00 pm,3:30 pm,F,"Aug 17, 2026","Dec 11, 2026",Rane Center,202
17347,HOSP 4600,1:00 pm,3:30 pm,F,"Aug 17, 2026","Dec 11, 2026",Rane Center,212
17348,HOSP 4600,1:00 pm,3:30 pm,W,"Aug 17, 2026","Dec 11, 2026",Rane Center,202
Strategic Design and Technical Production,17353,11:00 am,12:50 pm,M,"Aug 17, 2026","Dec 11, 2026",Rane Center,306B
Strategic Design and Technical Production,17353,8:00 am,9:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,306B
17354,HOSP 7090,12:45 pm,3:15 pm,M,"Aug 17, 2026","Dec 11, 2026",Rane Center,215
17360,HOSP 7500,4:00 pm,6:30 pm,R,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
18076,HOSP 8870,2:00 pm,4:30 pm,T,"Aug 17, 2026","Dec 11, 2026",Rane Center,312
17179,HDFS 1800,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Haley Center,1408
17180,HDFS 1800,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17181,HDFS 1810,12:30 pm,1:30 pm,T,"Aug 17, 2026","Dec 11, 2026",Haley Center,2438
17184,HDFS 2000,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2510
17186,HDFS 2010,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2550
17188,HDFS 2030,8:00 am,9:00 am,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,1408
17190,HDFS 2040,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Foy Hall,213
17191,HDFS 2040,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Foy Hall,213
18517,HDFS 2100,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Haley Center,3238
17193,HDFS 2100,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2510
17197,HDFS 3010,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,3550
17199,HDFS 3040,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3035
17200,HDFS 3060,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3035
17201,HDFS 3080,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Rane Center,212
17202,HDFS 3110,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3129
17205,HDFS 3460,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,2414
17209,HDFS 3500,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,1408
17210,HDFS 3520,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17221,HDFS 4520,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Draughon Library,4035
17222,HDFS 4660,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,3510A
17224,HDFS 4670,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Upchurch Hall,218
17225,HDFS 4680,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Draughon Library,4035
17227,HDFS 4910,11:00 am,11:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Haley Center,1408
17231,HDFS 4950,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3027
17242,HDFS 5200,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Miller Hall,226
17243,HDFS 5300,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17244,HDFS 5930,3:30 pm,5:00 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17246,HDFS 6200,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Miller Hall,226
17760,HDFS 6300,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17247,HDFS 6930,3:30 pm,6:30 pm,W,"Aug 17, 2026","Dec 11, 2026",Haley Center,1474
17250,HDFS 7010,1:00 pm,3:45 pm,W,"Aug 17, 2026","Dec 11, 2026",Haley Center,2430
17248,HDFS 7010,9:00 am,12:00 pm,F,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3127
17251,HDFS 7050,11:30 am,2:30 pm,M,"Aug 17, 2026","Dec 11, 2026",Haley Center,2442
17252,HDFS 7100,11:00 am,1:45 pm,T,"Aug 17, 2026","Dec 11, 2026",Haley Center,3353
17254,HDFS 7130,11:00 am,1:45 pm,R,"Aug 17, 2026","Dec 11, 2026",Haley Center,3353
17268,HDFS 7930,9:00 am,10:50 am,T,"Aug 17, 2026","Dec 11, 2026",Haley Center,1474
17274,HDFS 8050,9:00 am,12:00 pm,R,"Aug 17, 2026","Dec 11, 2026",Haley Center,0015B
17275,HDFS 8090,2:00 pm,5:00 pm,W,"Aug 17, 2026","Dec 11, 2026",Haley Center,3218
17389,HRMN 3420,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,153
17390,HRMN 3420,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,153
17391,HRMN 3420,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2057
17392,HRMN 3420,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2057
17395,HRMN 5460,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2057
17396,HRMN 5470,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,152
17397,HRMN 5510,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2047
17398,HRMN 5540,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,154
17399,HRMN 6460,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2057
17400,HRMN 6470,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,152
17401,HRMN 6510,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2047
17402,HRMN 6540,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,154
17294,HUSC 2000,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,286B
17295,HUSC 2007,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,286B
17784,INSY 3010,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2510
17784,INSY 3010,3:30 pm,5:00 pm,R,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,4550
17785,INSY 3020,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Broun Hall,239
17787,INSY 3021,9:00 am,9:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Shelby Center,2101
17787,INSY 3021,2:00 pm,4:20 pm,W,"Aug 17, 2026","Dec 11, 2026",Shelby Center,3210
17788,INSY 3400,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2550
17789,INSY 3410,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2550
17793,INSY 3600,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2510
17794,INSY 3607,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2510
17795,INSY 3700,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,3550
17799,INSY 4500,8:00 am,8:50 am,W,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,5
17800,INSY 4700,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,2550
17802,INSY 5010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17803,INSY 5050,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
17804,INSY 5080,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17805,INSY 5100,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17807,INSY 5330,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1103
17808,INSY 5500,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17810,INSY 5660,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,4035
18649,INSY 5700,4:30 pm,6:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1113
17813,INSY 5800,9:00 am,9:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1103
17817,INSY 6010,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17819,INSY 6050,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Ramsay Hall,200
17821,INSY 6080,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17823,INSY 6100,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17829,INSY 6330,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1103
17833,INSY 6500,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17835,INSY 6660,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,4035
18648,INSY 6700,4:30 pm,6:50 pm,R,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1113
17840,INSY 6800,9:00 am,9:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1103
17918,INSY 7130,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Draughon Library,4027
17851,INSY 7190,1:00 pm,1:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Shelby Center,3210
17854,INSY 7390,1:00 pm,1:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Shelby Center,3210
17859,INSY 7760,3:30 pm,4:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Shelby Center,1122
17865,INSY 8060,11:00 am,12:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Shelby Center,3210
10417,INDD 1120,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,242
10418,INDD 1120,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,270
10419,INDD 1120,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Academic Classroom/Lab Complex,270
10422,INDD 2110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,118
10425,INDD 3110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,215
10426,INDD 3110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,210
10427,INDD 3110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,220
10429,INDD 3230,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Wallace Center,226
10430,INDD 3230,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Wallace Center,226
10431,INDD 4110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,239
10432,INDD 4110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,232
10433,INDD 4110,8:30 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Wallace Center,233
10435,INDD 4220,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Wallace Center,111
18419,INDD 5960,2:30 pm,3:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Wallace Center,226
10440,INDD 6120,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Wallace Center,107
10446,INDD 7650,4:30 pm,5:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Wallace Center,107
10867,ISMN 2140,8:00 am,8:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,113A
10868,ISMN 2140,11:00 am,11:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,129
10869,ISMN 2140,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,129
10870,ISMN 2140,12:30 pm,1:20 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,129
10871,ISMN 2140,2:00 pm,2:50 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,125A
10872,ISMN 2140,3:30 pm,4:20 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,19
10874,ISMN 2140,3:30 pm,4:20 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,110
10875,ISMN 2140,1:00 pm,1:50 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,113A
10876,ISMN 3010,2:00 pm,2:50 pm,W,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
18170,ISMN 3070,3:30 pm,4:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2057
10877,ISMN 3080,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2018
10879,ISMN 3830,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10880,ISMN 4090,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10882,ISMN 5040,11:00 am,12:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,112
10883,ISMN 5290,12:30 pm,1:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10884,ISMN 5370,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,14
18223,ISMN 5370,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,3017
10886,ISMN 5620,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,21
10888,ISMN 5650,2:00 pm,3:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,9
10889,ISMN 5680,12:30 pm,1:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,153
10890,ISMN 5730,11:00 am,12:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10891,ISMN 5730,8:00 am,9:15 am,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10892,ISMN 5740,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10893,ISMN 5880,2:00 pm,3:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,3017
10894,ISMN 6290,12:30 pm,1:45 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10896,ISMN 6370,2:00 pm,3:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,27
10900,ISMN 6730,11:00 am,12:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10902,ISMN 6740,9:30 am,10:45 am,MW,"Aug 17, 2026","Dec 11, 2026",Horton-Hardgrave Hall,2017
10904,ISMN 7660,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,21
15425,EDUC 1010,9:00 am,9:50 am,M,"Aug 17, 2026","Oct 09, 2026",College of Education Bldg,2233
15426,EDUC 1010,3:00 pm,3:50 pm,R,"Aug 17, 2026","Oct 09, 2026",College of Education Bldg,2233
15427,EDUC 1010,9:00 am,9:50 am,M,"Oct 19, 2026","Dec 11, 2026",College of Education Bldg,2233
15428,EDUC 1010,3:00 pm,3:50 pm,R,"Oct 19, 2026","Dec 11, 2026",College of Education Bldg,2233
12098,IDSC 1010,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Mell Street Classroom Bldg,4546
10057,ARIA 2150,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Dudley Hall,109
10058,ARIA 3020,1:00 pm,4:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Dudley Hall,319B
10060,ARIA 4020,1:00 pm,4:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Dudley Hall,319B
12105,INTL 1800,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,4
12106,INTL 1820,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Lowder Hall,4
13481,JRNL 1000,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,215
13482,JRNL 2210,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13483,JRNL 2210,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13486,JRNL 2210,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3033
13487,JRNL 2310,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Haley Center,3318
13488,JRNL 2310,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Haley Center,3187
13489,JRNL 3010,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13491,JRNL 3220,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13492,JRNL 3410,3:30 pm,4:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13493,JRNL 3470,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13494,JRNL 3510,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13495,JRNL 3530,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13496,JRNL 4230,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Draughon Library,3033
13497,JRNL 4410,2:00 pm,2:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
13499,JRSP 3110,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,211
13500,JRSP 3210,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Miller Hall,201
13501,JRSP 3410,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13502,JRSP 3410,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13503,JRSP 3510,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13504,JRSP 3510,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13505,JRSP 4510,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13506,JRSP 4610,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,122
13508,JRSP 4970,2:00 pm,3:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Tichenor Hall,213
15152,KINE 2250,9:30 am,10:20 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15153,KINE 2250,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15154,KINE 2250,9:00 am,9:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2128
15155,KINE 2250,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2108
15162,KINE 2257,9:30 am,10:20 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15163,KINE 2257,11:00 am,11:50 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15164,KINE 2257,9:00 am,9:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2128
15165,KINE 2257,10:00 am,10:50 am,MW,"Aug 17, 2026","Dec 11, 2026",College of Education Bldg,2108
15169,KINE 3030,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Recreation and Wellness Center,2215A
15176,KINE 3620,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15177,KINE 3620,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15178,KINE 3620,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15179,KINE 3620,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15191,KINE 3627,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15195,KINE 3650,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15196,KINE 3650,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15197,KINE 3650,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15198,KINE 3650,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15200,KINE 3657,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15201,KINE 3657,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15203,KINE 3680,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15204,KINE 3680,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15205,KINE 3680,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15206,KINE 3680,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15207,KINE 3680,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15208,KINE 3687,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15209,KINE 3687,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15210,KINE 3687,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15211,KINE 3687,12:30 pm,1:45 pm,TR,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15214,KINE 3830,1:00 pm,2:15 pm,MW,"Aug 17, 2026","Dec 11, 2026",Recreation and Wellness Center,2215A
15223,KINE 4400,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15226,KINE 4600,11:00 am,11:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15227,KINE 4600,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15228,KINE 4620,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15229,KINE 4620,12:00 pm,12:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,253
15231,KINE 4630,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15233,KINE 4760,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15234,KINE 4760,10:00 am,10:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15235,KINE 4760,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15236,KINE 4760,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15237,KINE 4767,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,249
15239,KINE 4767,9:30 am,10:45 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15240,KINE 4767,11:00 am,12:15 pm,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15241,KINE 4780,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15242,KINE 4780,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15243,KINE 4787,8:00 am,8:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15244,KINE 4787,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
15256,KINE 5400,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15259,KINE 6400,9:00 am,9:50 am,MWF,"Aug 17, 2026","Dec 11, 2026",Kinesiology Building,126
15260,KINE 7010,8:00 am,9:15 am,TR,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,247
15261,KINE 7010,1:00 pm,1:50 pm,MWF,"Aug 17, 2026","Dec 11, 2026",Student Activities Ctr,241
